Peaks,YoungWT1_Ly6Chigh,YoungWT2_Ly6Chigh,YoungWT3_Ly6Chigh,OldWT1_Ly6Chigh,OldWT2_Ly6Chigh,OldWT3_Ly6Chigh,y,o
Merged-chr13-6548107-24,108.3772191,187.6707125,221.289884,77.02336875,92.15496459,34.77699702,172.4459385,67.98511012
Merged-chr3-87982989-3,6.33854016,10.39186719,8.967237463,5.525170884,2.073015563,2.536525208,8.565881604,3.378237218
Merged-chr7-67759835-17,11.95594864,18.12131032,16.93811521,4.725041846,8.616796932,5.200965315,15.67179139,6.180934698
Merged-chr3-68952212-12,13.57666987,16.3060414,28.31322199,5.525170884,11.50560789,5.928693338,19.39864442,7.653157371
Merged-chr10-81298404-23,105.7220311,124.9167154,73.82663484,33.39795503,61.71255613,25.03477711,101.4884604,40.04842942
Merged-chr12-57230456-24,106.6212639,124.3176538,176.899139,76.25912251,50.03866353,34.77699702,135.9460189,53.69159435
Merged-chr11-31870797-24,124.0118865,153.2838672,145.150948,43.92058406,89.52062155,33.42965292,140.8155672,55.62361951
Merged-chr16-36821721-6,6.726762734,13.51685011,13.35823959,2.12677581,8.616796932,2.536525208,11.20061748,4.426699317
Merged-chr5-141754443-7,8.017947585,13.51685011,16.93811521,4.725041846,5.363516458,5.11678361,12.8243043,5.068447305
Merged-chr14-99046272-23,135.8843146,224.9168919,288.413141,51.10877289,150.6636901,55.05002618,216.4047825,85.60749639
Merged-chr19-20363435-7,4.196379074,6.233066583,14.86956662,2.12677581,5.363516458,2.536525208,8.433004092,3.342272492
Merged-chr6-52012654-20,114.7573553,87.82134249,99.03977607,33.29678986,21.35238779,64.91919205,100.5394913,39.85612323
Merged-chr12-91849257-24,166.0920455,269.0166749,268.1635702,71.03122229,130.2054284,77.55679477,234.4240969,92.93114849
Merged-chr9-59486777-18,162.4971705,118.2081948,184.9931515,77.02336875,71.79900603,35.81748527,155.2328389,61.54662002
Merged-chr3-131698290-16,64.35468931,125.7955028,167.6811588,56.31953476,68.6549059,17.05594537,119.277117,47.34346201
Merged-chr7-38085042-19,132.7531368,154.7302533,182.6370683,108.6466718,32.88579434,45.18122199,156.7068195,62.23789604
Merged-chr4-119294618-22,133.2632303,177.9103866,140.4629974,104.8463863,32.88579434,41.70192157,150.5455381,59.8113674
Merged-chr14-98629199-11,7.117897839,19.87772074,25.78141922,10.33639139,5.438329456,5.200965315,17.59234593,6.991895387
Merged-chr9-62550817-2,3.603441761,2.774394521,10.69610608,3.014684493,1.235471798,2.536525208,5.691314121,2.262227166
Merged-chr2-130577833-7,12.45342776,22.12250426,5.325370907,4.725041846,8.616796932,2.536525208,13.30043431,5.292787995
Merged-chr12-91384478-24,93.31902206,148.6853512,148.6384756,33.29678986,80.54924192,41.72873148,130.214283,51.85825442
Merged-chr18-70530326-21,70.96083105,122.5067315,115.7083519,43.92058406,44.77493863,34.77699702,103.0586382,41.15750657
Merged-chr14-52257900-23,104.4788354,109.8930903,82.07016587,26.6966575,59.48970719,32.22539981,98.81403052,39.47058817
Merged-chr12-54317127-6,6.419968726,2.774394521,15.25878071,2.12677581,2.376241469,5.265942068,8.151047986,3.256319782
Merged-chr16-5256005-23,108.4769075,154.277926,127.8696055,47.16275754,64.38933164,44.86110281,130.2081463,52.13773066
Merged-chr5-59996822-11,11.07740292,22.12250426,44.42314479,5.409390012,19.76754877,5.928693338,25.87435066,10.36854404
Merged-chr7-92741541-19,94.12227361,174.1090111,229.3625545,52.20990343,69.6985981,77.55679477,165.8646131,66.4884321
Merged-chr16-13819220-23,84.02910679,124.3176538,143.1195788,63.52669512,32.49053239,44.89010159,117.1554465,46.9691097
Merged-chr7-80830625-12,101.0876155,70.61613911,56.66347893,38.64253544,21.35238779,31.58641391,76.12241118,30.52711238
Merged-chr9-83548266-7,9.229490703,28.16010439,19.27747028,2.929293184,14.53339943,5.265942068,18.88902179,7.576211561
Merged-chr7-43465652-19,117.9911852,55.934831,92.28147125,59.9431897,21.35238779,25.48192758,88.73582915,35.59250169
Merged-chr1-91080511-23,143.2325202,140.4250539,124.1618878,89.57018656,39.05394647,34.96349193,135.9398206,54.52920832
Merged-chr11-30092141-5,6.086594589,1.450305805,15.75244714,1.452128245,5.363516458,2.536525208,7.763115845,3.11738997
Merged-chr10-10660166-11,9.802859823,18.12131032,36.5188311,11.72439219,8.956426278,5.200965315,21.48100041,8.627261261
Merged-chr10-93768355-7,7.421374104,6.233066583,13.35823959,2.142870329,3.5946972,5.11678361,9.004226759,3.618117046
Merged-chr13-93192460-23,84.02910679,124.9845729,67.33398975,33.29678986,32.88579434,44.86110281,92.11588981,37.01456234
Merged-chr6-17636994-20,100.1072945,101.3145986,102.2205389,65.88881068,21.35238779,34.77699702,101.214144,40.67273183
Merged-chr5-25007002-3,6.33854016,6.436595288,13.19774147,5.525170884,2.376241469,2.536525208,8.657625639,3.47931252
Merged-chr6-146776829-19,70.87902668,96.10318173,133.9184988,53.64126746,32.50891979,34.77699702,100.3002357,40.30906142
Merged-chr3-142394933-5,88.44018136,159.4831444,124.1618878,45.17632545,69.46988833,35.06184212,124.0284045,49.9026853
Merged-chr8-60993182-18,106.2932291,125.7955028,136.5765775,33.29678986,61.71255613,53.54787487,122.8884365,49.51907362
Merged-chr8-111923701-2,6.419716249,9.297304305,13.19774147,5.525170884,3.5946972,2.536525208,9.638254008,3.885464431
Merged-chr2-23097230-4,7.448962855,7.026302849,10.69610608,2.12677581,5.485414559,2.536525208,8.390457261,3.382905192
Merged-chr2-168445606-8,4.559205934,8.81725382,10.69610608,4.801990711,2.376241469,2.536525208,8.024188611,3.238252463
Merged-chr2-14631802-22,74.76144392,108.540853,78.97568351,63.52669512,21.35238779,20.98398127,87.42599348,35.28768806
Merged-chr5-110135757-20,115.8613207,194.1565092,183.0876532,91.93548115,49.32532666,57.79351442,164.3684944,66.35144074
Merged-chr5-149241130-9,24.26021604,19.97170524,34.76771016,12.17706177,14.53339943,5.200965315,26.33321048,10.63714217
Merged-chr1-106581994-23,75.98979638,124.9167154,134.3712683,43.92058406,58.10071674,33.42965292,111.75926,45.15031791
Merged-chr5-8623186-8,7.500605856,16.3060414,29.2235704,4.725041846,11.50560789,5.200965315,17.67673922,7.143871684
Merged-chr11-85140216-24,141.4798127,130.2341632,108.8995542,47.16275754,71.67608357,35.06184212,126.8711767,51.30022774
Merged-chr8-107291530-5,20.41220826,25.86557736,33.35363884,15.14146222,14.53339943,2.536525208,26.54380815,10.73712895
Merged-chr3-75293458-11,44.82911114,50.67106929,89.12823722,26.6966575,21.35238779,26.70961044,61.54280588,24.91955191
Merged-chr11-100970642-3,5.38716003,9.24660144,15.25878071,5.409390012,5.684324919,1.012385061,9.964180727,4.035366664
Merged-chr9-118040383-16,155.1217231,255.8330795,309.4959807,149.3051859,96.44273031,46.36745806,240.1502611,97.37179142
Merged-chr4-143162218-21,157.7207949,179.9344512,224.4982032,61.08627173,89.35895501,77.55679477,187.3844831,76.00067384
Merged-chr17-23200076-5,4.196379074,9.297304305,13.19774147,2.929293184,5.363516458,2.536525208,8.897141616,3.609778283
Merged-chr13-110333848-6,4.857626686,9.297304305,19.27747028,3.014684493,8.013475182,2.536525208,11.14413376,4.521561628
Merged-chr8-94057661-3,6.079502033,7.026302849,5.325370907,3.014684493,1.930865925,2.536525208,6.143725263,2.494025209
Merged-chr4-32352103-3,8.719816764,18.12131032,11.17194833,4.801990711,5.363516458,5.265942068,12.67102514,5.143816412
Merged-chr15-84755216-2,3.603441761,9.24660144,11.17194833,1.452128245,2.376241469,5.928693338,8.00733051,3.252354351
Merged-chr9-24503325-17,91.42082082,124.5341262,139.4747924,86.51982706,32.50891979,25.48192758,118.4765798,48.17022481
Merged-chr15-95772485-8,6.90469616,13.51685011,8.967237463,2.929293184,8.013475182,1.012385061,9.796261244,3.985051142
Merged-chr12-119426967-7,3.890143056,7.026302849,15.75244714,4.725041846,3.5946972,2.536525208,8.889631015,3.618754751
Merged-chr6-141075451-6,10.1200556,15.37753141,21.83704078,4.725041846,8.616796932,5.928693338,15.77820926,6.423510705
Merged-chr19-18639207-2,3.089440803,10.39186719,3.846751439,2.142870329,2.376241469,2.536525208,5.776019811,2.351879002
Merged-chr5-104046839-21,123.0326625,159.4831444,149.5485488,33.39795503,79.8499309,63.06435799,144.0214519,58.77074797
Merged-chr9-27109663-14,8.017947585,6.436595288,22.1475531,8.80957802,3.5946972,2.536525208,12.20069866,4.980266809
Merged-chr14-8161966-4,5.465560712,10.39186719,2.253568976,2.929293184,1.930865925,2.536525208,6.036998959,2.465561439
Merged-chr7-89215910-9,10.68677871,13.51685011,21.83704078,8.166181872,5.438329456,5.200965315,15.34688987,6.268492214
Merged-chr1-9545316-22,108.978976,151.4686843,176.899139,79.39349068,67.05439058,32.22539981,145.7822664,59.55776036
Merged-chr1-69759784-10,6.079502033,9.297304305,21.83704078,4.725041846,5.363516458,5.11678361,12.40461571,5.068447305
Merged-chr12-82125944-10,13.57666987,13.51685011,10.69610608,4.801990711,5.438329456,5.200965315,12.59654202,5.147095161
Merged-chr6-106800103-20,58.47854911,129.4981671,100.2900038,54.88225016,32.93534325,30.1511487,96.08890667,39.32291404
Merged-chr8-40965078-16,17.58745748,8.81725382,25.28170529,4.801990711,11.08664101,5.265942068,17.22880553,7.051524596
Merged-chr5-30240768-8,11.58203902,8.9367604,10.69610608,4.801990711,5.438329456,2.536525208,10.4049685,4.258948458
Merged-chr14-48446187-23,100.1687072,121.7080719,91.73638103,33.29678986,69.59762998,25.48192758,104.53772,42.79211581
Merged-chr13-83572178-24,98.86905734,182.5960453,216.7282996,87.10508371,84.61735965,32.22539981,166.0644674,67.98261439
Merged-chrX-157492107-14,23.93393148,53.93463823,64.90707222,16.15338584,28.82281712,13.49846748,47.59188064,19.49155681
Merged-chr1-30718673-19,3.931186282,13.51685011,15.75244714,4.801990711,3.5946972,5.200965315,11.06682784,4.532551075
Merged-chr11-87591976-24,215.3286668,234.0185403,272.7696475,174.3831426,96.44273031,25.03477711,240.7056182,98.62021667
Merged-chr4-148607969-11,8.719816764,10.39186719,13.19774147,2.929293184,5.04330652,5.265942068,10.76980847,4.412847257
Merged-chr5-86172914-21,101.3017565,96.10318173,165.8152331,43.92058406,79.8499309,25.05653027,121.0733904,49.60901508
Merged-chr13-81711168-24,70.5527951,134.3020363,139.4747924,65.19933793,43.74384237,32.22539981,114.7765413,47.05619337
Merged-chr3-97868256-4,6.419968726,14.3541771,11.17194833,2.12677581,5.04330652,5.928693338,10.64869805,4.366258556
Merged-chr14-100286300-8,4.195670466,12.82737851,13.35823959,2.929293184,3.601082098,5.928693338,10.12709619,4.153022873
Merged-chr15-42463492-18,14.5302693,32.83754545,44.42314479,12.17706177,20.2847684,5.200965315,30.59698651,12.55426516
Merged-chr9-123682608-2,10.14888766,9.297304305,14.86956662,2.929293184,8.616796932,2.536525208,11.4385862,4.694205108
Merged-chr7-121707520-18,70.21265239,129.4981671,147.7058729,33.29678986,73.50455509,35.81748527,115.8055641,47.53961007
Merged-chr10-54066896-6,2.985610272,7.026302849,10.69610608,2.12677581,5.363516458,1.012385061,6.902673067,2.834225776
Merged-chr1-35890631-11,23.52733492,22.12250426,15.25878071,12.17706177,10.29888574,2.536525208,20.3028733,8.337490906
Merged-chr2-105904576-22,79.91095752,125.7955028,170.6515107,76.33975548,57.29351684,21.06056514,125.452657,51.56461249
Merged-chr8-13287785-18,152.0695682,109.8930903,92.28147125,55.77492578,43.74384237,46.36745806,118.0813766,48.62874207
Merged-chr9-70942832-15,47.351361,51.69115052,38.10326447,19.15527994,18.53468346,18.80012802,45.71525866,18.83003047
Merged-chr12-110737900-24,62.4491023,49.97426976,18.94881264,19.15527994,18.53468346,16.43152432,43.79072823,18.04049591
Merged-chr15-30646944-5,3.089440803,9.297304305,11.17194833,4.801990711,2.376241469,2.536525208,7.852897813,3.238252463
Merged-chr8-8143155-6,6.079502033,8.9367604,19.19859493,2.929293184,11.19751682,0,11.40495245,4.708936668
Merged-chr1-151113382-4,3.018864042,10.39186719,7.168349098,4.725041846,1.235471798,2.536525208,6.859693443,2.832346284
Merged-chr4-95212887-4,20.12486501,32.83754545,34.76771016,11.72439219,10.29888574,14.22886401,29.24337354,12.08404731
Merged-chr15-43282772-23,80.52320195,95.89657169,91.73638103,52.85746812,32.93534325,25.03477711,89.38538489,36.94252949
Merged-chr13-69534777-24,127.8168265,157.0765456,136.5765775,59.9431897,69.53600758,44.89010159,140.4899832,58.12309962
Merged-chr3-41083157-22,150.655105,208.0718824,216.9392664,122.1294877,69.6985981,46.36745806,191.8887513,79.39851462
Merged-chr13-6690147-13,3.492411343,15.37753141,11.17194833,2.12677581,5.04330652,5.265942068,10.01396369,4.145341466
Merged-chr16-26581641-22,58.41851701,73.97281152,138.4728392,49.47459016,32.49053239,30.19800011,90.28805591,37.38770755
Merged-chr7-64863720-6,5.893444141,13.75143338,11.17194833,4.801990711,5.438329456,2.536525208,10.27227528,4.258948458
Merged-chr8-105289507-18,111.507705,124.1771456,110.6389494,45.17632545,77.37778191,21.06056514,115.4412667,47.8715575
Merged-chr4-149518113-21,84.89197716,75.92931167,105.7650937,47.91301953,32.49053239,30.19800011,88.86212751,36.86718401
Merged-chr6-54132971-2,3.492411343,9.24660144,7.168349098,2.12677581,3.601082098,2.536525208,6.635787294,2.754794372
Merged-chr9-62122722-18,139.2202158,148.6853512,139.4111924,47.83262654,87.89003067,41.71514349,142.4389198,59.14593357
Merged-chr18-67724328-21,119.0723489,154.277926,98.83888403,53.64126746,79.8499309,21.06056514,124.063053,51.5172545
Merged-chr18-23737326-8,6.33854016,13.75143338,21.83704078,9.514344261,5.363516458,2.536525208,13.97567144,5.804795309
Merged-chr10-52382152-23,122.3147534,124.9845729,121.9426873,53.64126746,44.77493863,55.05002618,123.0806712,51.15541076
Merged-chr6-5401574-5,4.196379074,13.75143338,13.35823959,5.525170884,2.376241469,5.11678361,10.43535068,4.339398654
Merged-chr14-61440097-23,141.2483487,116.297574,159.9331025,47.83262654,80.75274016,45.18122199,139.1596751,57.92219623
Merged-chr17-64332107-22,241.4018541,416.254944,545.516218,193.8947315,246.9940168,60.02261066,401.057672,166.970453
Merged-chr2-13786170-10,30.15744389,58.4196655,42.61531594,18.87766719,22.24618659,13.49846748,43.73080844,18.20744042
Merged-chr5-142552255-2,6.726762734,6.436595288,11.17194833,2.12677581,5.485414559,2.536525208,8.111768784,3.382905192
Merged-chr18-64788912-3,4.857626686,3.513151424,13.35823959,2.929293184,3.601082098,2.536525208,7.2430059,3.022300163
Merged-chr14-63248107-3,6.812156826,13.51685011,4.852879588,2.929293184,5.04330652,2.536525208,8.393962175,3.503041637
Merged-chr14-55879797-9,12.45342776,19.2068918,5.325370907,4.801990711,5.438329456,5.200965315,12.32856349,5.147095161
Merged-chr9-89793284-3,5.38716003,2.774394521,13.35823959,2.929293184,5.04330652,1.012385061,7.173264714,2.994994922
Merged-chr9-122294614-16,153.3552745,187.6707125,177.3804972,86.07881625,109.4442146,21.06056514,172.8021614,72.194532
Merged-chr18-6501397-6,10.14888766,8.81725382,19.19859493,5.409390012,5.438329456,5.11678361,12.7215788,5.321501026
Merged-chr13-49187785-24,106.8049606,87.82134249,66.72307261,49.97984092,38.28441058,21.06056514,87.11645857,36.44160555
Merged-chr2-51626192-7,7.500605856,6.436595288,15.25878071,4.725041846,2.376241469,5.11678361,9.731993951,4.072688975
Merged-chr2-172370671-22,118.9841186,124.1771456,91.73638103,33.39795503,71.79900603,34.96349193,111.6325484,46.720151
Merged-chr4-22357688-22,78.36360031,101.6651974,135.9149691,33.29678986,73.50455509,25.48192758,105.3145889,44.09442418
Merged-chr4-141625493-3,6.812156826,8.9367604,2.253568976,2.929293184,3.601082098,1.012385061,6.000828734,2.514253448
Merged-chr17-51325871-2,3.890143056,9.297304305,10.69610608,5.409390012,2.073015563,2.536525208,7.96118448,3.339643594
Merged-chr4-117341448-2,4.195670466,9.24660144,5.325370907,4.801990711,0.53465433,2.536525208,6.255880938,2.624390083
Merged-chr15-25843124-23,76.31165598,84.57912054,70.33995199,26.6966575,46.78636664,23.56871802,77.0769095,32.35058072
Merged-chr10-79704384-23,103.8246508,122.1357255,103.0223336,47.16275754,49.23708108,41.71514349,109.6609033,46.03832737
Merged-chr3-90466658-6,8.972108991,12.82737851,2.253568976,2.12677581,5.438329456,2.536525208,8.017685492,3.367210158
Merged-chr17-66101591-22,129.6839124,116.297574,108.8995542,91.15019594,32.88579434,25.03477711,118.2936802,49.6902558
Merged-chr5-33018689-21,100.1033126,79.04590705,74.63969445,33.29678986,46.6251733,26.70961044,84.5963047,35.54385787
Merged-chr2-122028527-22,136.2419347,159.7736419,129.7439929,47.16275754,50.03866353,81.69606191,141.9198565,59.63249433
Merged-chr15-89476185-23,80.52320195,84.57912054,115.5725469,51.53603142,45.34609369,21.06056514,93.5582898,39.31423008
Merged-chr12-20815785-2,3.931186282,8.81725382,4.852879588,2.929293184,1.930865925,2.536525208,5.867106563,2.465561439
Merged-chr10-117724489-6,6.96207082,9.297304305,21.83704078,5.409390012,5.485414559,5.11678361,12.6988053,5.33719606
Merged-chr6-26206193-7,8.017947585,9.297304305,29.2235704,5.525170884,5.485414559,8.562242744,15.51294076,6.524276062
Merged-chr9-115796992-2,12.80274964,23.67601133,25.28170529,8.80957802,8.616796932,8.562242744,20.58682209,8.662872565
Merged-chr4-16013914-22,119.2896885,174.7730322,181.3293152,65.19933793,57.29351684,77.55679477,158.464012,66.68321651
Merged-chr4-130360046-22,147.6759505,104.0926624,99.03977607,47.83262654,58.10071674,41.70192157,116.9361297,49.21175495
Merged-chr3-88510147-22,61.4353528,77.78927981,54.18140646,39.29227719,18.53468346,23.56871802,64.46867969,27.13189289
Merged-chr18-61451994-3,10.59868574,19.97170524,11.17194833,4.801990711,10.23944051,2.536525208,13.9141131,5.85931881
Merged-chr5-77252314-13,13.43147051,20.53842371,20.71505342,8.80957802,8.956426278,5.265942068,18.22831588,7.677315455
Merged-chr7-83631909-19,70.24387482,81.71584368,108.8995542,33.29678986,51.09311675,25.48192758,86.9530909,36.62394473
Merged-chr6-127272854-6,6.079502033,10.39186719,11.17194833,2.929293184,3.601082098,5.11678361,9.214439184,3.882386297
Merged-chr12-11217914-7,7.421374104,9.24660144,10.69610608,4.725041846,6.80754012,0,9.121360541,3.844193989
Merged-chr6-135011571-19,58.02362769,95.89657169,139.4111924,54.88225016,32.93534325,35.81748527,97.77713059,41.21169289
Merged-chr3-154572529-7,3.018864042,6.233066583,13.19774147,2.12677581,2.073015563,5.265942068,7.483224032,3.15524448
Merged-chr2-148681073-22,106.9603935,134.1244188,147.7058729,47.16275754,80.75274016,36.0753833,129.5968951,54.663627
Merged-chr11-83611021-3,7.448962855,9.297304305,7.263974308,5.525170884,2.073015563,2.536525208,8.003413823,3.378237218
Merged-chr18-24178892-12,6.249578193,12.82737851,11.17194833,8.166181872,3.5946972,1.012385061,10.08296834,4.257754711
Merged-chr4-40390390-7,6.419968726,6.233066583,13.35823959,3.014684493,5.438329456,2.536525208,8.670424966,3.663179719
Merged-chr6-33249041-20,84.89197716,61.20643693,101.7779257,49.97984092,21.35238779,33.42965292,82.6254466,34.92062721
Merged-chr6-92092275-20,108.3426079,159.4831444,100.2900038,38.64253544,73.45685584,43.53861982,122.705252,51.87933703
Merged-chr3-54735296-22,121.6957664,115.6242697,115.7083519,76.25912251,32.50891979,40.51020881,117.6761293,49.75941704
Merged-chr15-36367522-18,8.017947585,8.81725382,14.86956662,2.929293184,5.363516458,5.11678361,10.56825601,4.469864417
Merged-chr13-98263068-23,125.9754769,116.297574,124.0665298,33.29678986,44.77493863,76.94126465,122.1131936,51.67099771
Merged-chr5-147039622-4,3.089440803,9.24660144,13.35823959,3.014684493,1.930865925,5.928693338,8.564760611,3.624747919
Merged-chr9-58582198-18,114.8699644,101.610347,96.72555263,75.06057009,32.49053239,25.03477711,104.4019547,44.1952932
Merged-chr2-172345441-22,101.6236942,124.9845729,146.2053477,53.64126746,69.45447576,34.77699702,124.2712049,52.62424675
Merged-chr4-115000025-22,143.2325202,184.6434866,216.7282996,89.57018656,94.7110877,46.36745806,181.5347688,76.88291077
Merged-chr3-59211941-10,35.6225957,36.47042187,48.74535761,19.15527994,18.53468346,13.49846748,40.27945839,17.06281029
Merged-chr9-103365942-15,121.1714892,179.2703771,276.4532034,61.08627173,109.1503246,74.15064884,192.2983566,81.46241506
Merged-chr2-153557560-3,12.59074503,9.297304305,13.35823959,5.409390012,3.5946972,5.928693338,11.74876298,4.977593517
Merged-chr6-108688559-9,21.69128898,43.41776094,28.31322199,17.15009365,17.3743698,5.11678361,31.1407573,13.21374902
Merged-chr2-69676889-8,6.249578193,13.75143338,16.18402104,4.725041846,5.363516458,5.265942068,12.06167754,5.118166791
Merged-chr2-84524205-16,15.0964704,19.87772074,33.35363884,9.526068654,13.55945172,5.928693338,22.77594333,9.671404571
Merged-chr14-36867166-11,6.419716249,14.3541771,7.263974308,5.409390012,5.485414559,1.012385061,9.345955886,3.969063211
Merged-chr2-181520432-22,103.1877669,86.26259825,115.5367322,71.5602304,32.50891979,25.48192758,101.6623658,43.18369259
Merged-chr5-77061592-10,6.726762734,9.297304305,15.75244714,5.525170884,5.438329456,2.536525208,10.59217139,4.500008516
Merged-chr8-9976429-18,106.9603935,124.1771456,125.0588601,54.88225016,61.71255613,34.77699702,118.7321331,50.45726777
Merged-chr3-67557375-22,106.3142367,141.4554081,148.6384756,88.65869253,43.74384237,36.0753833,132.1360401,56.15930607
Merged-chr10-111103286-24,100.1687072,134.1244188,124.1618878,43.92058406,73.45685584,35.06184212,119.4850046,50.81309401
Merged-chr4-95106152-22,56.78634013,84.57912054,70.82025048,24.35494653,32.49053239,33.42965292,70.72857038,30.09171061
Merged-chr13-43560274-24,104.2509613,87.82134249,73.56659495,26.6966575,50.5030032,35.81748527,88.54629958,37.67238199
Merged-chr4-8647268-22,106.3400449,134.1244188,103.0223336,45.17632545,66.04439129,34.96349193,114.4955991,48.72806956
Merged-chr6-106820056-3,4.559205934,6.233066583,10.69610608,3.014684493,3.5946972,2.536525208,7.162792866,3.048635634
Merged-chr2-158666582-13,7.448962855,6.233066583,13.35823959,0.711725334,5.684324919,5.11678361,9.013423009,3.837611288
Merged-chr1-177471181-16,7.421374104,15.37753141,22.1475531,8.166181872,5.04330652,5.928693338,14.98215287,6.37939391
Merged-chr2-121480679-7,6.086594589,7.026302849,10.69610608,5.525170884,3.601082098,1.012385061,7.936334506,3.379546014
Merged-chr6-129498020-14,20.37733228,24.35468487,19.19859493,9.514344261,12.51487173,5.200965315,21.31020403,9.076727102
Merged-chr19-40513821-22,106.9603935,130.2341632,147.7058729,45.17632545,93.29670752,25.48192758,128.3001432,54.65165352
Merged-chr2-181693760-22,104.2509613,97.07825459,111.2460956,33.29678986,74.452881,25.48192758,104.1917705,44.41053281
Merged-chr9-88576399-2,9.910897054,10.39186719,16.18402104,4.801990711,5.485414559,5.265942068,12.16226176,5.184449113
Merged-chr3-127769347-22,100.6070489,89.8461233,111.2460956,59.9431897,32.88579434,35.81748527,100.5664226,42.88215644
Merged-chr6-134928660-19,90.38789855,73.97281152,54.18140646,26.6966575,21.35238779,45.18122199,72.84737218,31.07675576
Merged-chr18-56471001-7,14.07820167,13.51685011,19.19859493,8.80957802,8.616796932,2.536525208,15.59788224,6.654300053
Merged-chr7-75318525-3,4.857626686,8.9367604,8.967237463,3.014684493,5.684324919,1.012385061,7.587208183,3.237131491
Merged-chr3-58525925-22,151.2594885,155.7407702,172.1437112,77.02336875,91.64299257,35.81748527,159.7146566,68.1612822
Merged-chr11-78536291-24,153.3552745,89.63638861,64.90707222,33.29678986,63.1541211,34.96349193,102.6329118,43.80480096
Merged-chr1-134987724-9,13.35847339,14.3541771,8.967237463,4.725041846,2.376241469,8.562242744,12.22662932,5.221175353
Merged-chr16-78637216-5,6.079502033,13.51685011,10.69610608,4.725041846,5.684324919,2.536525208,10.09748607,4.315297324
Merged-chr5-110094489-20,64.34224821,116.2049877,135.4282786,60.06530468,44.77493863,30.19800011,105.3251715,45.01274781
Merged-chr2-52072845-22,31.87124358,65.14144629,68.87782112,19.15527994,32.951391,18.80012802,55.296837,23.63559965
Merged-chr7-19945396-2,8.731028357,7.026302849,13.35823959,2.929293184,3.601082098,5.928693338,9.705190265,4.153022873
Merged-chr2-181438402-2,7.448962855,2.774394521,13.19774147,5.409390012,3.601082098,1.012385061,7.807032949,3.34095239
Merged-chr12-117337059-18,4.233833095,6.233066583,15.75244714,4.725041846,5.485414559,1.012385061,8.739782273,3.740947155
Merged-chr3-146964594-7,3.603441761,20.05925244,25.83881195,4.801990711,11.19751682,5.200965315,16.50050205,7.066824282
Merged-chr4-145294763-13,2.635628186,15.37753141,2.019544505,2.929293184,0.53465433,5.11678361,6.677568034,2.860243708
Merged-chr1-134344773-13,10.1200556,7.026302849,14.86956662,5.409390012,2.376241469,5.928693338,10.67197502,4.571441606
Merged-chr1-161999175-22,26.43525958,72.83247283,83.51551221,24.35494653,32.88579434,21.06056514,60.92774821,26.10043534
Merged-chr17-83312713-8,10.1200556,10.39186719,15.25878071,4.725041846,5.485414559,5.11678361,11.92356783,5.109080005
Merged-chr19-45363637-22,123.0326625,129.0443618,128.6273648,88.65869253,32.88579434,41.70192157,126.901463,54.41546948
Merged-chr2-148698785-8,6.079502033,8.9367604,13.19774147,5.409390012,5.684324919,1.012385061,9.404667968,4.035366664
Merged-chr18-56925614-21,99.62699242,196.4855404,267.3669031,91.94787705,116.2245219,33.80568951,187.8264786,80.65936282
Merged-chr8-126387740-4,10.37071871,13.51685011,15.25878071,5.525170884,5.363516458,5.928693338,13.04878318,5.60579356
Merged-chr4-40313203-19,15.3045226,25.86557736,8.967237463,10.39591812,8.616796932,2.536525208,16.71244581,7.183080087
Merged-chr11-96777665-24,130.1482355,122.5067315,118.7370388,55.77492578,71.67608357,32.22539981,123.7973353,53.22546972
Merged-chr12-91766422-24,83.54405181,124.9391113,108.8995542,33.39795503,70.87447302,32.22539981,105.7942391,45.49927595
Merged-chr16-93711758-22,114.3857177,176.0910748,148.965148,95.69024401,32.50891979,60.90749638,146.4806468,63.03555339
Merged-chr7-113207292-18,149.6092295,242.7153155,262.5407857,150.9926916,62.61983423,68.32734698,218.2884436,93.9799576
Merged-chr18-10725544-21,105.3757412,146.2140164,124.1618878,59.37188307,64.38933164,38.02255508,125.2505485,53.92792326
Merged-chr3-84814449-22,188.7531155,194.4870519,183.4962481,108.4198906,89.44452446,46.36745806,188.9121385,81.41062437
Merged-chr11-67564392-3,24.01996792,15.79713173,16.93811521,10.39591812,8.956426278,5.11678361,18.91840495,8.156376003
Merged-chr6-124415154-20,35.2482777,53.93463823,37.75553243,15.81206311,22.24618659,16.67060734,42.31281612,18.24295235
Merged-chr4-115737693-22,90.70976565,178.2285088,184.2705344,52.20990343,117.7092009,25.48192758,151.069603,65.1336773
Merged-chr17-84156917-7,7.500605856,7.026302849,13.35823959,5.525170884,5.485414559,1.012385061,9.295049432,4.007656835
Merged-chr6-97504916-5,6.086594589,9.24660144,14.86956662,4.801990711,5.684324919,2.536525208,10.06758755,4.340946946
Merged-chr16-45158786-22,148.5951967,135.4103052,134.3712683,45.17632545,67.05439058,68.32734698,139.4589234,60.186021
Merged-chr3-156560881-5,8.719816764,19.87772074,19.27747028,4.725041846,5.04330652,10.89552874,15.95833593,6.887959035
Merged-chr11-21082911-11,23.93393148,28.16010439,29.68659061,15.81206311,13.55945172,5.928693338,27.26020883,11.76673606
Merged-chr7-120982381-18,61.4353528,122.5067315,124.0665298,65.19933793,32.88579434,34.96349193,102.669538,44.3495414
